,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,8.900736124706935,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.4650282080484717,0.8087296485900879,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09284263020435166,0.6919620037078857,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.35292761702188846,0.07126617431640625,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.21798128947523882,0.06904006004333496,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.08482273502711984,0.0013179779052734375,FSL,0.08482273502711984
Event 1,event_1,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,5.370993459753691,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5880866025064049,0.8252732753753662,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09300670806362892,0.6251697540283203,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.402315052664339,0.06797480583190918,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2319279075138046,0.06749844551086426,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.09675447695376102,0.0019989013671875,FL,0.09300670806362892
Event 2,event_2,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,6.746340239510953,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5248253041881293,0.8316826820373535,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.0929223596658712,0.639838695526123,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.37692618493927116,0.06430459022521973,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.22475829370440004,0.06610655784606934,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.09062066146882104,0.0014481544494628906,FSL,0.09062066146882104
Event 3,event_3,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,9.502108988390068,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.45317743603012295,0.8287510871887207,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09282682917499387,0.6785788536071777,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.34817150718519113,0.06573367118835449,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.21663820197982595,0.059804439544677734,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.08367368417222072,0.0013189315795898438,FSL,0.08367368417222072
Event 4,event_4,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,2.9121254904411353,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.8500974367094047,0.786203145980835,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09335605584256623,0.6771330833435059,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5074687341244764,0.0659947395324707,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.26162246872347794,0.06710028648376465,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.1221590474380839,0.0014429092407226562,FL,0.09335605584256623
Event 5,event_5,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,11.766099471900796,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.4194276655620488,0.7881119251251221,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09278182948103643,0.669377326965332,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.33462659930400407,0.06524538993835449,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.21281322799344424,0.06608700752258301,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.08040130642763625,0.0013537406921386719,FSL,0.08040130642763625
Event 6,event_6,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,8.428055042382834,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.4755300065622322,0.8201727867126465,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09285663260237001,0.6450631618499756,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.35714233882541097,0.06572747230529785,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2191714933067984,0.06504964828491211,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.08584098941101405,0.0012743473052978516,FSL,0.08584098941101405
Event 7,event_7,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,6.6049757355008225,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5301127953763154,0.8244857788085938,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09292940965412212,0.6433866024017334,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.3790482314027964,0.06792831420898438,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2253575427057278,0.06694388389587402,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.09113333661442755,0.0018546581268310547,FSL,0.09113333661442755
Event 8,event_8,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,12.120648462116671,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.4152841723538224,0.8231256008148193,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09277630482342547,0.6823539733886719,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.3329636773631025,0.06493425369262695,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.21234363209651191,0.058361053466796875,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.07999955332616662,0.0012712478637695312,FSL,0.07999955332616662
Event 9,event_9,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,2.6598866461578994,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.9043708958696659,0.801809549331665,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09342842045477992,0.6874980926513672,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5292504824007943,0.0657663345336914,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2677734607616408,0.06693363189697266,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.12742140203826283,0.0014643669128417969,FL,0.09342842045477992
Event 10,event_10,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,8.802354745856928,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.46712105206868293,0.7883849143981934,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09284542066304528,0.6847033500671387,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.35376754508866654,0.06728720664978027,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2182184784641961,0.06685686111450195,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.08502565718331949,0.001546621322631836,FSL,0.08502565718331949
Event 11,event_11,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15000,150,1,12.166496585732814,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.41476599441166034,0.8174710273742676,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09277561391950258,0.737797737121582,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.3327557152823149,0.06801319122314453,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.21228490526306684,0.06632161140441895,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.07994931079289459,0.0013649463653564453,FSL,0.07994931079289459
