,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,11.99300509272041,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.22974135823564476,0.892096996307373,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.0535116636925283,0.6573400497436523,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.188143035994393,0.05564689636230469,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.121390099645466,0.056282997131347656,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.04519895285142688,0.0013537406921386719,FSL,0.04519895285142688
Event 1,event_1,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,6.613588832156562,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.2862596069158204,0.8155949115753174,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.053587021357435205,0.7008135318756104,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.21082569313137017,0.0670166015625,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.12779550116255262,0.06662559509277344,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.050678962243456714,0.0013833045959472656,FSL,0.050678962243456714
Event 2,event_2,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,7.951222596096555,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.2650620957161193,0.7723596096038818,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.053558758009168934,0.6978418827056885,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.20231842530322347,0.06737184524536133,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.1253931165599198,0.06759881973266602,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.04862365155753371,0.0012462139129638672,FSL,0.04862365155753371
Event 3,event_3,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,8.399515250695476,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.2594684849555147,0.7870054244995117,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.05355129986148813,0.6941769123077393,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.20007352285130087,0.0675039291381836,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.12475917400705129,0.06799030303955078,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.04808129505818547,0.0024628639221191406,FSL,0.04808129505818547
Event 4,event_4,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,6.2669468372917745,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.29322918884075183,0.8336470127105713,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.05359631413333511,0.6492137908935547,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.21362281867724264,0.06739258766174316,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.12858538711404482,0.06647443771362305,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.05135473290689807,0.0014896392822265625,FSL,0.05135473290689807
Event 5,event_5,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,6.671210223699683,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.28517127672099596,0.843297004699707,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.05358557025050877,0.6568477153778076,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.210388909946514,0.06507611274719238,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.1276721570738058,0.06712794303894043,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.05057343774776655,0.0013897418975830078,FSL,0.05057343774776655
Event 6,event_6,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,9.608077870834666,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.2469889852685288,0.8444623947143555,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.05353466052857215,0.7048356533050537,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.1950650836435905,0.06532788276672363,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.12334483070919287,0.05784869194030762,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.046871282768535326,0.0012733936309814453,FSL,0.046871282768535326
Event 7,event_7,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,10.332323820862737,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.24090945106329867,0.8128526210784912,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.05352655448296517,0.7682890892028809,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.1926251639158915,0.08121442794799805,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.12265581683260013,0.07241630554199219,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.04628181113199622,0.0018868446350097656,FSL,0.04628181113199622
Event 8,event_8,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,4.60943263488128,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.3410451102931543,0.8376553058624268,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.05366006869527165,0.707526683807373,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.23281294182014017,0.06795740127563477,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.13400452487865044,0.06924915313720703,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.05599096465092302,0.0017001628875732422,FL,0.05366006869527165
Event 9,event_9,100,7,3,3,10.0,50.0,0.001,0.75,0.25,13000,150,1,2.881338464047274,0.5,2.0,2.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.4494738500427015,0.7994887828826904,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.05380464034827104,0.7020421028137207,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2763290093729585,0.06961774826049805,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.14629311538359913,0.0671389102935791,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.0665042152570391,0.0014047622680664062,FL,0.05380464034827104
