,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,4.742494566530935,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",1.0936642950298923,0.9219036102294922,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10730661084060263,0.6364471912384033,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",1.0772726336521858,0.07681107521057129,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5392951905651164,0.07360672950744629,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.11099827869016064,0.015024185180664062,FL,0.10730661084060263
Event 1,event_1,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,11.012165573676146,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",0.6534779074355617,0.8358874320983887,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10703983121175757,0.6146645545959473,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.8897265545741161,0.06922531127929688,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5166189221132873,0.06442475318908691,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.09159806408054871,0.013936519622802734,FSL,0.09159806408054871
Event 2,event_2,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,4.761177571201896,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",1.090630425279726,0.826789379119873,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10730477213166313,0.6962020397186279,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",1.0759800212677206,0.06043291091918945,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5391389003052593,0.053853750228881836,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.1108645677760806,0.010521888732910156,FL,0.10730477213166313
Event 3,event_3,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.888932314287528,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",0.785298994503035,0.7990870475769043,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10711972277967725,0.706629753112793,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.9458903268216516,0.0703432559967041,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5234097053864601,0.0665438175201416,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.09740777889966788,0.013379812240600586,FSL,0.09740777889966788
Event 4,event_4,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,10.806885375297913,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",0.6598026843447552,0.7938907146453857,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10704366440988436,0.6961801052093506,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.8924212928572454,0.06825661659240723,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5169447439540639,0.06675434112548828,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.09187681424832841,0.012924671173095703,FSL,0.09187681424832841
Event 5,event_5,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,9.10928070029573,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",0.7230327107158822,0.9145607948303223,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10708198563798807,0.747542142868042,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.9193611162141557,0.06784939765930176,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5202020483428795,0.06511592864990234,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.09466353395603047,0.013016700744628906,FSL,0.09466353395603047
Event 6,event_6,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,1.819897158173641,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",2.3352786825988203,0.8690693378448486,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10805910440882623,0.665107250213623,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",1.6062756121133708,0.0676872730255127,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.6032571438641218,0.06686878204345703,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.1657196109713803,0.012301206588745117,FL,0.10805910440882623
Event 7,event_7,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,11.30657554046933,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",0.6448078870732964,0.8300454616546631,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10703457665396225,0.6491031646728516,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.8860326004440117,0.06881999969482422,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5161722847006857,0.06532025337219238,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.09121595263767358,0.013293981552124023,FSL,0.09121595263767358
Event 8,event_8,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,10.450584022926938,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",0.6713704050614762,0.8241913318634033,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.10705067514971268,0.6882202625274658,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.8973498429565511,0.06054496765136719,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5175406568394707,0.05872297286987305,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.09238663524864356,0.011310577392578125,FSL,0.09238663524864356
Event 9,event_9,100,7,7,7,20.0,100.0,0.001,0.75,0.25,13000,150,1,11.158422288503528,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",0.649113636349913,0.8043720722198486,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.1070371861989784,0.687812089920044,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.8878671105903518,0.06823039054870605,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6', 'processor_7']",0.5163940960270569,0.0666201114654541,Success,processor_14,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10', 'processor_12']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11', 'processor_13']",0.09140571875124667,0.013171911239624023,FSL,0.09140571875124667
