,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,3,3,20.0,100.0,0.001,0.75,0.25,15038.93161093022,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.41039202197790414,0.7236025333404541,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09253104331533034,0.6389389038085938,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.3305697994890153,0.05897259712219238,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.21136132937686927,0.05952715873718262,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.07942235118703787,0.001367330551147461,FSL,0.07942235118703787
Event 1,event_1,100,7,3,3,20.0,100.0,0.001,0.75,0.25,14304.671391221626,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.4246134722883473,0.7151083946228027,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09727154571407846,0.6031239032745361,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.34479124979945847,0.0572662353515625,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.22143487279774351,0.05703926086425781,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.08283551291413652,0.0012676715850830078,FSL,0.08283551291413652
Event 2,event_2,100,7,3,3,20.0,100.0,0.001,0.75,0.25,9193.868814662837,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5865339122355978,0.7184791564941406,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.1512452415904152,0.6068966388702393,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5067116897467087,0.05712175369262695,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.3361287012702111,0.056717872619628906,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.12169657394509893,0.0012645721435546875,FSL,0.12169657394509893
Event 3,event_3,100,7,3,3,20.0,100.0,0.001,0.75,0.25,19219.64122400792,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.35012544840503707,0.8408029079437256,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.07244210510227654,0.7654590606689453,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2703032259161482,0.07581329345703125,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.16867243812730498,0.07660794258117676,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.0649583156736391,0.0014848709106445312,FSL,0.0649583156736391
Event 4,event_4,100,7,3,3,20.0,100.0,0.001,0.75,0.25,18995.799259007763,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.3526800749470372,0.9489402770996094,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.07329365068911195,0.7331657409667969,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.27285785245814825,0.06810998916625977,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.17048196815646513,0.0669562816619873,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.06557142849616061,0.0015408992767333984,FSL,0.06557142849616061
Event 5,event_5,100,7,3,3,20.0,100.0,0.001,0.75,0.25,10150.000357254763,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5438423503539563,0.8121218681335449,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.1370146640411189,0.7233850955963135,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.46402012786506736,0.06542205810546875,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.3058887965536117,0.06725430488586426,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.1114505581096056,0.0012958049774169922,FSL,0.1114505581096056
Event 6,event_6,100,7,3,3,20.0,100.0,0.001,0.75,0.25,11296.619890958775,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5021752267443839,0.8345668315887451,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.12312556728176319,0.6676301956176758,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.42235300425549477,0.06763482093811035,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.27637453677409096,0.06535124778747559,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.1014504084428695,0.0018405914306640625,FSL,0.1014504084428695
Event 7,event_7,100,7,3,3,20.0,100.0,0.001,0.75,0.25,7605.1498381133315,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.6812077023359108,0.8374269008636475,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.18280329785557298,0.6671314239501953,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.6013854798470216,0.062113046646118164,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.4031894098882282,0.06748270988464355,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.14441837445601255,0.0014390945434570312,FSL,0.14441837445601255
Event 8,event_8,100,7,3,3,20.0,100.0,0.001,0.75,0.25,16934.046442369872,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.3793859637801091,0.832643985748291,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.08219564924132104,0.7240853309631348,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2995637412912202,0.0650787353515625,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.18939866967989838,0.05778980255126953,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.07198086745375115,0.0012614727020263672,FSL,0.07198086745375115
Event 9,event_9,100,7,3,3,20.0,100.0,0.001,0.75,0.25,17895.136326841053,150,1,12.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.36617127295068347,0.8100345134735107,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.07779073467859139,0.7234272956848145,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2863490504617946,0.06781697273254395,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.1800382486990723,0.06639242172241211,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.0688093289685858,0.0014529228210449219,FSL,0.0688093289685858
