,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,6,6,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 1, 2, 3, 4, 5]",2.107692307829808,0.9413595199584961,Unfeasible Type A,,,,3.457069396972656e-05,Unfeasible Type A,,,,2.9325485229492188e-05,Unfeasible Type A,,,,2.7179718017578125e-05,Unfeasible Type A,,,,,4.57763671875e-05,PL,2.107692307829808
Event 1,event_1,100,7,5,5,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 1, 2, 3, 4, 4]",1.8410256412964747,0.7979600429534912,Unfeasible Type A,,,,3.552436828613281e-05,Unfeasible Type A,,,,3.361701965332031e-05,Unfeasible Type A,,,,7.271766662597656e-05,Unfeasible Type A,,,,,7.867813110351562e-05,PL,1.8410256412964747
Event 2,event_2,100,7,1,1,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 0, 0, 0, 1, 1]",1.0410256416964747,0.8759100437164307,Unfeasible Type A,,,,3.147125244140625e-05,Unfeasible Type A,,,,2.9802322387695312e-05,Unfeasible Type A,,,,2.8371810913085938e-05,Unfeasible Type A,,,,,4.76837158203125e-05,PL,1.0410256416964747
Event 3,event_3,100,7,3,3,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 0, 1, 2, 2, 2]",1.307692308229808,0.8600037097930908,Unfeasible Type A,,,,4.506111145019531e-05,Unfeasible Type A,,,,3.0279159545898438e-05,Unfeasible Type A,,,,2.9802322387695312e-05,Unfeasible Type A,,,,,4.935264587402344e-05,PL,1.307692308229808
Event 4,event_4,100,7,6,6,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 1, 2, 3, 4, 5]",2.107692307829808,0.856436014175415,Unfeasible Type A,,,,3.123283386230469e-05,Unfeasible Type A,,,,3.0279159545898438e-05,Unfeasible Type A,,,,2.9802322387695312e-05,Unfeasible Type A,,,,,4.9591064453125e-05,PL,2.107692307829808
Event 5,event_5,100,7,3,3,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 0, 1, 2, 2, 2]",1.307692308229808,0.8432343006134033,Unfeasible Type A,,,,3.0994415283203125e-05,Unfeasible Type A,,,,3.0040740966796875e-05,Unfeasible Type A,,,,3.0040740966796875e-05,Unfeasible Type A,,,,,4.887580871582031e-05,PL,1.307692308229808
Event 6,event_6,100,7,4,4,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 1, 2, 3, 3, 3]",1.5743589747631412,0.8700904846191406,Unfeasible Type A,,,,5.1975250244140625e-05,Unfeasible Type A,,,,3.24249267578125e-05,Unfeasible Type A,,,,3.0040740966796875e-05,Unfeasible Type A,,,,,5.078315734863281e-05,PL,1.5743589747631412
Event 7,event_7,100,7,6,6,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 1, 2, 3, 4, 5]",2.107692307829808,0.8648579120635986,Unfeasible Type A,,,,3.600120544433594e-05,Unfeasible Type A,,,,3.170967102050781e-05,Unfeasible Type A,,,,3.123283386230469e-05,Unfeasible Type A,,,,,5.173683166503906e-05,PL,2.107692307829808
Event 8,event_8,100,7,5,5,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 1, 2, 3, 4, 4]",1.8410256412964747,0.8282923698425293,Unfeasible Type A,,,,3.3855438232421875e-05,Unfeasible Type A,,,,3.0994415283203125e-05,Unfeasible Type A,,,,3.0279159545898438e-05,Unfeasible Type A,,,,,4.9591064453125e-05,PL,1.8410256412964747
Event 9,event_9,100,7,3,3,40.0,200.0,0.001,0.75,0.25,13000,150,1,5,0.5,8.0,8.0,Success,"[0, 0, 0, 1, 2, 2, 2]",1.307692308229808,0.8843207359313965,Unfeasible Type A,,,,3.2901763916015625e-05,Unfeasible Type A,,,,3.123283386230469e-05,Unfeasible Type A,,,,3.1948089599609375e-05,Unfeasible Type A,,,,,4.9591064453125e-05,PL,1.307692308229808
