,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,5,5,55.59006168636957,277.9503084318479,0.001,0.75,0.25,13000,150,1,5,0.5,11.118012337273916,11.118012337273916,Success,"[0, 0, 1, 2, 3, 4, 4]",2.5585682241448544,0.9327359199523926,Unfeasible Type A,,,,3.933906555175781e-05,Unfeasible Type A,,,,7.462501525878906e-05,Unfeasible Type A,,,,7.176399230957031e-05,Unfeasible Type A,,,,,4.649162292480469e-05,PL,2.5585682241448544
Event 1,event_1,100,7,5,5,54.466251340110006,272.33125670055006,0.001,0.75,0.25,13000,150,1,5,0.5,10.893250268022001,10.893250268022001,Success,"[0, 0, 1, 2, 3, 4, 4]",2.5068441325595177,0.8156547546386719,Unfeasible Type A,,,,2.9325485229492188e-05,Unfeasible Type A,,,,2.7418136596679688e-05,Unfeasible Type A,,,,2.6226043701171875e-05,Unfeasible Type A,,,,,4.7206878662109375e-05,PL,2.5068441325595177
Event 2,event_2,100,7,5,5,9.639308326406736,48.19654163203368,0.001,0.75,0.25,13000,150,1,5,0.5,1.9278616652813472,1.9278616652813472,Success,"[0, 0, 1, 2, 3, 4, 4]",0.44365534483509766,0.844379186630249,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4']",0.05170644447936908,0.7208733558654785,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.36499199785008224,0.07212042808532715,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.19328066510614123,0.0697317123413086,Success,processor_10,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9']",0.052651533347396536,0.006730079650878906,FL,0.05170644447936908
Event 3,event_3,100,7,5,5,42.92173930034459,214.60869650172296,0.001,0.75,0.25,13000,150,1,5,0.5,8.584347860068918,8.584347860068918,Success,"[0, 0, 1, 2, 3, 4, 4]",1.9755005655241207,0.8382508754730225,Unfeasible Type A,,,,3.123283386230469e-05,Unfeasible Type A,,,,3.0994415283203125e-05,Unfeasible Type A,,,,3.075599670410156e-05,Unfeasible Type A,,,,,5.1021575927734375e-05,PL,1.9755005655241207
Event 4,event_4,100,7,5,5,41.92053107913059,209.60265539565296,0.001,0.75,0.25,13000,150,1,5,0.5,8.384106215826117,8.384106215826117,Success,"[0, 0, 1, 2, 3, 4, 4]",1.9294193153359296,0.8906798362731934,Unfeasible Type A,,,,3.600120544433594e-05,Unfeasible Type A,,,,3.600120544433594e-05,Unfeasible Type A,,,,3.4809112548828125e-05,Unfeasible Type A,,,,,5.7220458984375e-05,PL,1.9294193153359296
Event 5,event_5,100,7,5,5,29.56597891779196,147.8298945889598,0.001,0.75,0.25,13000,150,1,5,0.5,5.9131957835583915,5.9131957835583915,Success,"[0, 0, 1, 2, 3, 4, 4]",1.3607931324432363,0.8325009346008301,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4']",0.15859557507620536,0.7198388576507568,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",1.1195145282257644,0.07165193557739258,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.5928363193930194,0.07089781761169434,Success,processor_10,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9']",0.161494380323335,0.00723576545715332,FL,0.15859557507620536
Event 6,event_6,100,7,5,5,15.26424923474321,76.32124617371605,0.001,0.75,0.25,13000,150,1,5,0.5,3.0528498469486416,3.0528498469486416,Success,"[0, 0, 1, 2, 3, 4, 4]",0.702546855910135,0.8497591018676758,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4']",0.08187932461974722,0.6963388919830322,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.5779801449621528,0.07157754898071289,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.3060680439433788,0.06984663009643555,Success,processor_10,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9']",0.08337591250180715,0.005872964859008789,FL,0.08187932461974722
Event 7,event_7,100,7,5,5,48.48104157329298,242.40520786646488,0.001,0.75,0.25,13000,150,1,5,0.5,9.696208314658595,9.696208314658595,Success,"[0, 0, 1, 2, 3, 4, 4]",2.231371016328935,0.8759825229644775,Unfeasible Type A,,,,3.457069396972656e-05,Unfeasible Type A,,,,3.0279159545898438e-05,Unfeasible Type A,,,,2.9802322387695312e-05,Unfeasible Type A,,,,,4.9591064453125e-05,PL,2.231371016328935
Event 8,event_8,100,7,5,5,29.34865636840203,146.74328184201013,0.001,0.75,0.25,13000,150,1,5,0.5,5.869731273680406,5.869731273680406,Success,"[0, 0, 1, 2, 3, 4, 4]",1.3507907227967895,0.8286542892456055,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4']",0.15742982998814137,0.7071645259857178,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",1.1112856191804033,0.0711355209350586,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.5884787197120007,0.07084393501281738,Success,processor_10,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9']",0.16030732778090503,0.00607609748840332,FL,0.15742982998814137
Event 9,event_9,100,7,5,5,15.257958531652768,76.28979265826383,0.001,0.75,0.25,13000,150,1,5,0.5,3.0515917063305538,3.0515917063305538,Success,"[0, 0, 1, 2, 3, 4, 4]",0.7022573222678535,0.8341293334960938,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4']",0.08184558050875305,0.6968317031860352,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.5777419477584665,0.07099175453186035,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.30594190716715725,0.06875228881835938,Success,processor_10,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9']",0.08334155161694663,0.007019519805908203,FL,0.08184558050875305
