,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,4,4,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 3, 3]",0.6316239318280983,0.8333871364593506,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3']",0.10713433048571938,0.7013781070709229,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4']",0.5463133903189458,0.07217097282409668,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4']",0.3203244373231178,0.0728917121887207,Success,processor_8,"['processor_0', 'processor_2', 'processor_4', 'processor_6']","['processor_1', 'processor_3', 'processor_5', 'processor_7']",0.09847005128305128,0.003264904022216797,FSL,0.09847005128305128
Event 1,event_1,100,7,1,1,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 0, 0, 0, 0, 0]",0.3205128209503206,0.7467446327209473,Success,processor_26,['processor_0'],0.10713433048571938,0.6925067901611328,Success,processor_0,['processor_1'],0.13646723646862532,0.0676724910736084,Success,processor_0,['processor_1'],0.1159975142461948,0.06464910507202148,Success,processor_2,['processor_0'],['processor_1'],0.09847005128305128,0.00036525726318359375,FSL,0.09847005128305128
Event 2,event_2,100,7,5,5,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 4]",0.7205128206503204,0.8008406162261963,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4']",0.10713433048571938,0.668304443359375,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.6829287749357192,0.06758785247802734,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.3884334116820922,0.06728005409240723,Success,processor_10,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9']",0.09847005128305128,0.005818843841552734,FSL,0.09847005128305128
Event 3,event_3,100,7,5,5,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 4]",0.7205128206503204,0.8345012664794922,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4']",0.10713433048571938,0.6454026699066162,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.6829287749357192,0.06837201118469238,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.3884334116820922,0.06659817695617676,Success,processor_10,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9']",0.09847005128305128,0.005002737045288086,FSL,0.09847005128305128
Event 4,event_4,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5427350430058762,0.8345403671264648,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10713433048571938,0.6881387233734131,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.4096980057021723,0.05759572982788086,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.25221546296414354,0.05733442306518555,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.09847005128305128,0.0012621879577636719,FSL,0.09847005128305128
Event 5,event_5,100,7,5,5,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 4]",0.7205128206503204,0.8088128566741943,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4']",0.10713433048571938,0.6951661109924316,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.6829287749357192,0.0675194263458252,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.3884334116820922,0.06638264656066895,Success,processor_10,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9']",0.09847005128305128,0.0052607059478759766,FSL,0.09847005128305128
Event 6,event_6,100,7,2,2,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 0, 0, 1, 1, 1]",0.453846154183654,0.8059206008911133,Success,processor_26,"['processor_0', 'processor_1']",0.10713433048571938,0.6976275444030762,Success,processor_0,"['processor_1', 'processor_2']",0.2730826210853988,0.06838464736938477,Success,processor_0,"['processor_1', 'processor_2']",0.18410648860516912,0.06870627403259277,Success,processor_4,"['processor_0', 'processor_2']","['processor_1', 'processor_3']",0.09847005128305128,0.0004990100860595703,FSL,0.09847005128305128
Event 7,event_7,100,7,1,1,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 0, 0, 0, 0, 0]",0.3205128209503206,0.7919449806213379,Success,processor_26,['processor_0'],0.10713433048571938,0.6685431003570557,Success,processor_0,['processor_1'],0.13646723646862532,0.0653071403503418,Success,processor_0,['processor_1'],0.1159975142461948,0.06525564193725586,Success,processor_2,['processor_0'],['processor_1'],0.09847005128305128,0.00039696693420410156,FSL,0.09847005128305128
Event 8,event_8,100,7,2,2,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 0, 0, 1, 1, 1]",0.453846154183654,0.8411514759063721,Success,processor_26,"['processor_0', 'processor_1']",0.10713433048571938,0.6395988464355469,Success,processor_0,"['processor_1', 'processor_2']",0.2730826210853988,0.06583642959594727,Success,processor_0,"['processor_1', 'processor_2']",0.18410648860516912,0.06581258773803711,Success,processor_4,"['processor_0', 'processor_2']","['processor_1', 'processor_3']",0.09847005128305128,0.0005166530609130859,FSL,0.09847005128305128
Event 9,event_9,100,7,6,6,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 4, 5]",0.8094017094725426,0.82010817527771,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5']",0.10713433048571938,0.6624979972839355,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.8195441595524926,0.058861732482910156,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4', 'processor_5', 'processor_6']",0.45654238604106656,0.05768942832946777,Success,processor_12,"['processor_0', 'processor_2', 'processor_4', 'processor_6', 'processor_8', 'processor_10']","['processor_1', 'processor_3', 'processor_5', 'processor_7', 'processor_9', 'processor_11']",0.09847005128305128,0.007874011993408203,FSL,0.09847005128305128
Event 10,event_10,100,7,1,1,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 0, 0, 0, 0, 0]",0.3205128209503206,0.8311665058135986,Success,processor_26,['processor_0'],0.10713433048571938,0.6884615421295166,Success,processor_0,['processor_1'],0.13646723646862532,0.06631898880004883,Success,processor_0,['processor_1'],0.1159975142461948,0.06521248817443848,Success,processor_2,['processor_0'],['processor_1'],0.09847005128305128,0.00019931793212890625,FSL,0.09847005128305128
Event 11,event_11,100,7,4,4,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 1, 2, 3, 3, 3]",0.6316239318280983,0.7752687931060791,Success,processor_26,"['processor_0', 'processor_1', 'processor_2', 'processor_3']",0.10713433048571938,0.7823164463043213,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4']",0.5463133903189458,0.06710171699523926,Success,processor_0,"['processor_1', 'processor_2', 'processor_3', 'processor_4']",0.3203244373231178,0.06598591804504395,Success,processor_8,"['processor_0', 'processor_2', 'processor_4', 'processor_6']","['processor_1', 'processor_3', 'processor_5', 'processor_7']",0.09847005128305128,0.0032129287719726562,FSL,0.09847005128305128
Event 12,event_12,100,7,2,2,20.0,100.0,0.001,0.75,0.25,13000,150,1,7.5,0.5,4.0,4.0,Success,"[0, 0, 0, 0, 1, 1, 1]",0.453846154183654,0.7906386852264404,Success,processor_26,"['processor_0', 'processor_1']",0.10713433048571938,0.7155160903930664,Success,processor_0,"['processor_1', 'processor_2']",0.2730826210853988,0.0679173469543457,Success,processor_0,"['processor_1', 'processor_2']",0.18410648860516912,0.06710195541381836,Success,processor_4,"['processor_0', 'processor_2']","['processor_1', 'processor_3']",0.09847005128305128,0.0004894733428955078,FSL,0.09847005128305128
