,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,3,3,38.38366468221629,191.91832341108147,0.001,0.75,0.25,13000,150,1,12.5,0.5,7.676732936443259,7.676732936443259,Success,"[0, 0, 0, 1, 2, 2, 2]",0.8710139298431647,0.8425824642181396,Unfeasible Type A,,,,3.337860107421875e-05,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.7178204587330259,0.06936788558959961,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.4647136938410428,0.07329535484313965,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.17244127091648853,0.0017018318176269531,FSL,0.17244127091648853
Event 1,event_1,100,7,3,3,11.858689465901783,59.293447329508915,0.001,0.75,0.25,13000,150,1,12.5,0.5,2.3717378931803568,2.3717378931803568,Success,"[0, 0, 0, 1, 2, 2, 2]",0.2691010303500538,0.8351469039916992,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.0634533641035839,0.6033425331115723,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.22177168290136104,0.06537199020385742,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.14357397688495527,0.06526708602905273,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.05327598341275755,0.0015056133270263672,FSL,0.05327598341275755
Event 2,event_2,100,7,3,3,25.592873138633177,127.96436569316589,0.001,0.75,0.25,13000,150,1,12.5,0.5,5.118574627726636,5.118574627726636,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5807613523374655,0.8262872695922852,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.13694210497483128,0.6657521724700928,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.4786173516473712,0.058356523513793945,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.30985469237346935,0.05854630470275879,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.11497775439060376,0.0013594627380371094,FSL,0.11497775439060376
Event 3,event_3,100,7,3,3,24.475380052875984,122.37690026437993,0.001,0.75,0.25,13000,150,1,12.5,0.5,4.895076010575197,4.895076010575197,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5554028553765369,0.8210799694061279,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.13096263347790696,0.6840934753417969,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.457718893772498,0.06543707847595215,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2963251259805204,0.06464886665344238,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.10995733933793367,0.0014638900756835938,FSL,0.10995733933793367
Event 4,event_4,100,7,3,3,17.048425761126182,85.24212880563091,0.001,0.75,0.25,13000,150,1,12.5,0.5,3.4096851522252365,3.4096851522252365,Success,"[0, 0, 0, 1, 2, 2, 2]",0.38686812327241926,0.7805259227752686,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.09122255627967811,0.6917068958282471,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.31882596156292337,0.06520676612854004,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.20640647460959083,0.06434297561645508,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.076591233008489,0.001461029052734375,FSL,0.076591233008489
Event 5,event_5,100,7,3,3,3.084543348265006,15.42271674132503,0.001,0.75,0.25,13000,150,1,12.5,0.5,0.6169086696530012,0.6169086696530012,Success,"[0, 0, 0, 1, 2, 2, 2]",0.06999540679438443,0.7943582534790039,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.016504745549305085,0.682755708694458,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.05768465152329285,0.06631255149841309,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.03734478052302417,0.06561732292175293,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.013857524538389267,0.0015802383422851562,FSL,0.013857524538389267
Event 6,event_6,100,7,3,3,45.084434014758656,225.42217007379327,0.001,0.75,0.25,13000,150,1,12.5,0.5,9.016886802951731,9.016886802951731,Success,"[0, 0, 0, 1, 2, 2, 2]",1.023069849401739,0.8237814903259277,Unfeasible Type A,,,,3.170967102050781e-05,Unfeasible Type A,,,,3.1948089599609375e-05,Unfeasible Type A,,,,3.0279159545898438e-05,Unfeasible Type A,,,,,4.9591064453125e-05,PL,1.023069849401739
Event 7,event_7,100,7,3,3,6.1394559948977285,30.69727997448864,0.001,0.75,0.25,13000,150,1,12.5,0.5,1.2278911989795458,1.2278911989795458,Success,"[0, 0, 0, 1, 2, 2, 2]",0.13931842458562838,0.7906851768493652,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.0328509434175065,0.6927700042724609,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.11481517346635492,0.06792211532592773,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.07433082008251811,0.06697821617126465,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.02758193109733923,0.0014879703521728516,FSL,0.02758193109733923
Event 8,event_8,100,7,3,3,44.159904442500725,220.7995222125036,0.001,0.75,0.25,13000,150,1,12.5,0.5,8.831980888500144,8.831980888500144,Success,"[0, 0, 0, 1, 2, 2, 2]",1.0020901398650972,0.7893126010894775,Unfeasible Type A,,,,3.552436828613281e-05,Unfeasible Type A,,,,3.457069396972656e-05,Unfeasible Type A,,,,3.3855438232421875e-05,Unfeasible Type A,,,,,5.9604644775390625e-05,PL,1.0020901398650972
Event 9,event_9,100,7,3,3,36.887158422587106,184.43579211293553,0.001,0.75,0.25,13000,150,1,12.5,0.5,7.377431684517421,7.377431684517421,Success,"[0, 0, 0, 1, 2, 2, 2]",0.8370547493162412,0.8366611003875732,Unfeasible Type A,,,,3.218650817871094e-05,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.6898340009867092,0.06838393211364746,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.4465953886316664,0.06816792488098145,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.16571811294082492,0.0013649463653564453,FSL,0.16571811294082492
Event 10,event_10,100,7,3,3,57.33885753575048,286.69428767875235,0.001,0.75,0.25,13000,150,1,12.5,0.5,11.467771507150095,11.467771507150095,Success,"[0, 0, 0, 1, 2, 2, 2]",1.30115099869533,0.8143393993377686,Unfeasible Type A,,,,3.147125244140625e-05,Unfeasible Type A,,,,3.0279159545898438e-05,Unfeasible Type A,,,,2.956390380859375e-05,Unfeasible Type A,,,,,4.8160552978515625e-05,PL,1.30115099869533
Event 11,event_11,100,7,3,3,8.328845528196144,41.644227640980716,0.001,0.75,0.25,13000,150,1,12.5,0.5,1.6657691056392288,1.6657691056392288,Success,"[0, 0, 0, 1, 2, 2, 2]",0.18900072556274586,0.8239843845367432,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.044565908348275514,0.6877281665802002,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.15575937752138283,0.06608033180236816,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.10083791120310184,0.06540417671203613,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.0374179151488039,0.001420736312866211,FSL,0.0374179151488039
