,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,2.551643635884661,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.9736865803274036,0.8879265785217285,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10770893253548143,0.7171759605407715,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5826532226805454,0.06315851211547852,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.30105663719391657,0.054511308670043945,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.14025511234174656,0.0011959075927734375,FL,0.10770893253548143
Event 1,event_1,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,2.6199916705672863,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.9566471586862612,0.7711546421051025,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10768621330662656,0.6884841918945312,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5758147347952335,0.06583595275878906,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2991255027412538,0.06680989265441895,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.13860297001942143,0.0012154579162597656,FL,0.10768621330662656
Event 2,event_2,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,11.621637485876516,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.4639234777321368,0.7552266120910645,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10702924839868773,0.6833372116088867,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.378068297505645,0.06800961494445801,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.24328348556645304,0.06604290008544922,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.09082848191410953,0.0015285015106201172,FSL,0.09082848191410953
Event 3,event_3,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,6.581737517192172,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.5737387603342912,0.8298132419586182,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.1071756687754906,0.6552598476409912,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.42214083092330956,0.06710028648376465,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2557292175946972,0.06725001335144043,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.10147617171521442,0.0013051033020019531,FSL,0.10147617171521442
Event 4,event_4,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,2.5736578763793245,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.9680995423767229,0.8457980155944824,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10770148315154718,0.638505220413208,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5804109581163387,0.06833767890930176,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.3004234395595062,0.06822609901428223,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.1397133931420486,0.001720428466796875,FL,0.10770148315154718
Event 5,event_5,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,4.987951050105199,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.6546513578151102,0.8779809474945068,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10728355223879837,0.697467565536499,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.4546137533789449,0.0561223030090332,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.26489931197585664,0.056982994079589844,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.10932145716695459,0.0012674331665039062,FL,0.10728355223879837
Event 6,event_6,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,5.280080622562866,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.6361645666196281,0.8483169078826904,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10725890318387106,0.7025539875030518,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.44719438784582477,0.0682368278503418,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2628041423070354,0.06630659103393555,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.10752897789264067,0.0013217926025390625,FL,0.10725890318387106
Event 7,event_7,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,11.46138623617881,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.46592862235621546,0.789402961730957,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10703192192485317,0.7138447761535645,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.3788730288814418,0.06878495216369629,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.24351073529051528,0.0650639533996582,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.09102290073686019,0.002288818359375,FSL,0.09102290073686019
Event 8,event_8,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,2.598916331077051,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.9618057499700126,0.7765882015228271,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10769309142833824,0.7113406658172607,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5778850494304458,0.06694769859313965,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2997101430867457,0.06633520126342773,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.13910314703029397,0.0015647411346435547,FL,0.10769309142833824
Event 9,event_9,100,7,3,3,20.0,100.0,0.001,0.75,0.25,13000,150,1,12.188309169611792,0.5,4.0,4.0,Success,"[0, 0, 0, 1, 2, 2, 2]",0.45725587869869616,0.8402621746063232,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.10702035826664315,0.630408763885498,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.37539236776022417,0.06757020950317383,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2425278243426631,0.06797337532043457,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.0901819915118271,0.0022504329681396484,FSL,0.0901819915118271
