,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [h],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [h],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [h],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [h],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [h],FSL Runtime [s],Best Architecture,Best Train Time [h]
Event 0,event_0,100,7,3,3,33.17931586024579,165.8965793012289,0.001,0.75,0.25,11000,150,1,5,0.5,6.635863172049157,6.635863172049157,Success,"[0, 0, 0, 1, 2, 2, 2]",1.1813847318340966,0.8704519271850586,Unfeasible Type A,,,,3.743171691894531e-05,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.8503288909194758,0.07336139678955078,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5077866813022017,0.07340097427368164,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.20443344978347183,0.0019698143005371094,FSL,0.20443344978347183
Event 1,event_1,100,7,3,3,47.68719993584178,238.43599967920892,0.001,0.75,0.25,11000,150,1,5,0.5,9.537439987168357,9.537439987168357,Success,"[0, 0, 0, 1, 2, 2, 2]",1.6979533316889077,0.8761105537414551,Unfeasible Type A,,,,3.1948089599609375e-05,Unfeasible Type A,,,,2.9325485229492188e-05,Unfeasible Type A,,,,2.8133392333984375e-05,Unfeasible Type A,,,,,4.601478576660156e-05,PL,1.6979533316889077
Event 2,event_2,100,7,3,3,0.7592537775337651,3.796268887668825,0.001,0.75,0.25,11000,150,1,5,0.5,0.151850755506753,0.151850755506753,Success,"[0, 0, 0, 1, 2, 2, 2]",0.02703403603253774,0.8271055221557617,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.004810160278193145,0.6928036212921143,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.019458370553244127,0.06941008567810059,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.011619858517343413,0.07049083709716797,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.0046781214443530885,0.0014429092407226562,FSL,0.0046781214443530885
Event 3,event_3,100,7,3,3,44.732672437387876,223.66336218693937,0.001,0.75,0.25,11000,150,1,5,0.5,8.946534487477575,8.946534487477575,Success,"[0, 0, 0, 1, 2, 2, 2]",1.5927542464772915,0.9001538753509521,Unfeasible Type A,,,,3.886222839355469e-05,Unfeasible Type A,,,,4.506111145019531e-05,Unfeasible Type A,,,,3.409385681152344e-05,Unfeasible Type A,,,,,6.222724914550781e-05,PL,1.5927542464772915
Event 4,event_4,100,7,3,3,21.226237236634116,106.13118618317057,0.001,0.75,0.25,11000,150,1,5,0.5,4.245247447326823,4.245247447326823,Success,"[0, 0, 0, 1, 2, 2, 2]",0.7557826897733978,0.8531453609466553,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.1344762531368435,0.7166299819946289,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.5439920112848543,0.07038044929504395,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.32485300807097234,0.06965255737304688,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.1307848818371419,0.0015292167663574219,FSL,0.1307848818371419
Event 5,event_5,100,7,3,3,47.07146414033548,235.3573207016774,0.001,0.75,0.25,11000,150,1,5,0.5,9.414292828067095,9.414292828067095,Success,"[0, 0, 0, 1, 2, 2, 2]",1.6760294056285796,0.8369038105010986,Unfeasible Type A,,,,3.170967102050781e-05,Unfeasible Type A,,,,3.0279159545898438e-05,Unfeasible Type A,,,,2.9802322387695312e-05,Unfeasible Type A,,,,,4.887580871582031e-05,PL,1.6760294056285796
Event 6,event_6,100,7,3,3,5.4072962809655385,27.03648140482769,0.001,0.75,0.25,11000,150,1,5,0.5,1.0814592561931076,1.0814592561931076,Success,"[0, 0, 0, 1, 2, 2, 2]",0.19253251917124903,0.8794639110565186,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.03425727015959382,0.6964759826660156,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.13857971842907338,0.06059527397155762,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.08275496230625641,0.05991840362548828,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.03331690856445241,0.0014810562133789062,FSL,0.03331690856445241
Event 7,event_7,100,7,3,3,10.72254283869379,53.61271419346895,0.001,0.75,0.25,11000,150,1,5,0.5,2.1445085677387583,2.1445085677387583,Success,"[0, 0, 0, 1, 2, 2, 2]",0.38178751031274616,0.8749752044677734,Success,processor_26,"['processor_0', 'processor_1', 'processor_2']",0.06793137045377112,0.7203328609466553,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.2748003605125897,0.07265973091125488,Success,processor_0,"['processor_1', 'processor_2', 'processor_3']",0.1641011667070337,0.07433891296386719,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_1', 'processor_3', 'processor_5']",0.0660666552686253,0.001689910888671875,FSL,0.0660666552686253
Event 8,event_8,100,7,3,3,57.09112462760771,285.45562313803856,0.001,0.75,0.25,11000,150,1,5,0.5,11.418224925521542,11.418224925521542,Success,"[0, 0, 0, 1, 2, 2, 2]",2.0327900443241416,0.8627893924713135,Unfeasible Type A,,,,3.218650817871094e-05,Unfeasible Type A,,,,3.0517578125e-05,Unfeasible Type A,,,,3.0040740966796875e-05,Unfeasible Type A,,,,,4.9114227294921875e-05,PL,2.0327900443241416
Event 9,event_9,100,7,3,3,47.46929436166943,237.34647180834713,0.001,0.75,0.25,11000,150,1,5,0.5,9.493858872333885,9.493858872333885,Success,"[0, 0, 0, 1, 2, 2, 2]",1.6901945726056231,0.9086790084838867,Unfeasible Type A,,,,3.147125244140625e-05,Unfeasible Type A,,,,3.0279159545898438e-05,Unfeasible Type A,,,,2.9087066650390625e-05,Unfeasible Type A,,,,,4.863739013671875e-05,PL,1.6901945726056231
