,0
0,1.2158482074737549
1,1.2610995769500732
2,1.2161357402801514
3,1.1940972805023193
4,1.214346170425415
5,1.2027196884155273
6,1.2200467586517334
7,1.2021546363830566
8,1.259307861328125
9,1.233837604522705
10,1.2404236793518066
11,1.2296154499053955
12,1.2160892486572266
13,1.202944278717041
14,1.2023041248321533
15,1.2269110679626465
16,1.2310495376586914
17,1.2697083950042725
18,1.2390110492706299
19,1.231344223022461
20,1.2179882526397705
21,1.2354183197021484
22,1.2233726978302002
23,1.2304322719573975
24,1.2325472831726074
25,1.2311418056488037
26,1.2010259628295898
27,1.2996575832366943
28,1.3202126026153564
29,1.2831881046295166
30,1.2411181926727295
31,1.215179443359375
32,1.2601168155670166
33,1.3582062721252441
34,1.2216360569000244
35,1.2558138370513916
36,1.2816882133483887
37,1.221832036972046
38,1.22489333152771
39,1.2096447944641113
40,1.2084167003631592
41,1.2020323276519775
42,1.2195560932159424
43,1.2073352336883545
44,1.2045807838439941
45,1.2325243949890137
46,1.2050914764404297
47,1.2299237251281738
48,1.206789493560791
49,1.2010445594787598
50,1.2246408462524414
51,1.2252459526062012
52,1.2396554946899414
53,1.2257695198059082
54,1.2088665962219238
55,1.2076950073242188
56,1.2428019046783447
57,1.2474703788757324
58,1.2567601203918457
59,1.2232146263122559
60,1.2129786014556885
61,1.202343463897705
62,1.223970651626587
63,1.2264389991760254
64,1.222372055053711
65,1.2384274005889893
66,1.2376599311828613
67,1.229201316833496
68,1.2455120086669922
69,1.225431203842163
70,1.2059698104858398
71,1.2043039798736572
72,1.213524341583252
73,1.214989185333252
74,1.2214322090148926
75,1.2737352848052979
76,1.259981632232666
77,1.2469775676727295
78,1.2156472206115723
79,1.2646243572235107
80,1.211653232574463
81,1.2048132419586182
82,1.2003285884857178
83,1.2098143100738525
84,1.2164275646209717
85,1.216750144958496
86,1.2521166801452637
87,1.2209157943725586
88,1.2154884338378906
89,1.2334012985229492
90,1.221280574798584
91,1.2188422679901123
92,1.212585210800171
93,1.221062421798706
94,1.2265262603759766
95,1.2274339199066162
96,1.2188622951507568
97,1.252349853515625
98,1.213979959487915
99,1.2501604557037354
100,1.3047080039978027
101,1.2838876247406006
102,1.28346848487854
