,0
0,0.8078482151031494
1,0.841556191444397
2,0.8441129922866821
3,0.8147944211959839
4,0.8129662275314331
5,0.8067152500152588
6,0.8715709447860718
7,0.8390907049179077
8,0.8208407163619995
9,0.8459582328796387
10,0.8161392211914062
11,0.7801607847213745
12,0.7969527244567871
13,0.8515655994415283
14,0.820755124092102
15,0.8061069250106812
16,0.7994472980499268
17,0.8431435823440552
18,0.8426781892776489
19,0.8185044527053833
20,0.805490255355835
21,0.7820020914077759
22,0.8169859647750854
23,0.797747015953064
24,0.7995405197143555
25,0.8524723052978516
26,0.8432490825653076
27,0.8513237237930298
28,0.8448419570922852
29,0.8069109916687012
30,0.8409887552261353
31,0.8478676080703735
32,0.8287621736526489
33,0.7927942276000977
34,0.8469984531402588
35,0.8367539644241333
36,0.8461207151412964
37,0.8360302448272705
38,0.7941960096359253
39,0.8208543062210083
40,0.812034010887146
41,0.8199517726898193
42,0.799793004989624
43,0.8084076642990112
44,0.8457701206207275
45,0.8091373443603516
46,0.8332891464233398
47,0.8335477113723755
48,0.7982327938079834
49,0.8520212173461914
50,0.8341121673583984
51,0.845731258392334
52,0.844629168510437
53,0.7956833839416504
54,0.8939683437347412
55,0.8478527069091797
56,0.8076748847961426
57,0.8367956876754761
58,0.8529627323150635
59,0.7997362613677979
60,0.8087555170059204
61,0.8435013294219971
62,0.8015913963317871
63,0.818135142326355
64,0.837499737739563
65,0.8121732473373413
66,0.8470766544342041
67,0.8463551998138428
68,0.7935373783111572
69,0.8108594417572021
70,0.8252215385437012
71,0.8396583795547485
72,0.8427284955978394
73,0.838918924331665
74,0.8616212606430054
75,0.8459209203720093
76,0.9244474172592163
77,0.8702313899993896
78,0.810774564743042
79,0.8039804697036743
80,0.7957124710083008
81,0.8135547637939453
82,0.788331151008606
83,0.8079357147216797
84,0.8591539859771729
85,0.8344650268554688
86,0.8448653221130371
87,0.8103257417678833
88,0.7951697111129761
89,0.8056536912918091
90,0.8218207359313965
91,0.8030602931976318
92,0.7994080781936646
93,0.800708532333374
94,0.8135615587234497
95,0.7991952896118164
96,0.8417649269104004
97,0.8374528884887695
98,0.8435744047164917
99,0.824871301651001
100,0.8039085865020752
101,0.8098608255386353
102,0.80614173412323
103,0.8192894458770752
104,0.8105748891830444
105,0.8372393846511841
106,0.8174396753311157
107,0.8020772933959961
108,0.8380978107452393
109,0.8576219081878662
110,0.8033252954483032
111,0.8080686330795288
112,0.8448226451873779
113,0.8428148031234741
114,0.8289265632629395
115,0.8065582513809204
116,0.8212978839874268
117,0.7915966510772705
118,0.7943841218948364
119,0.8420647382736206
120,0.8117027282714844
121,0.8437273502349854
122,0.805510401725769
123,0.7733359336853027
