,0
0,0.39186882972717285
1,0.38267604509989417
2,0.37605182329813636
3,0.383192777633667
4,0.3836383024851481
5,0.38725272814432776
6,0.38546276092529297
7,0.36833755175272626
8,0.38147314389546716
9,0.3732146422068278
10,0.37381045023600257
11,0.3775203227996826
12,0.372783899307251
13,0.4188213348388672
14,0.37164243062337243
15,0.38197080294291175
16,0.3747103214263916
17,0.3842007319132487
18,0.38048060735066735
19,0.3717597325642904
20,0.37832101186116535
21,0.372456153233846
22,0.37911367416381836
23,0.3729046980539958
24,0.37669356664021814
25,0.3826204140981039
26,0.37717700004577637
27,0.3790834744771322
28,0.36224611600240075
29,0.3829766114552816
30,0.3871188958485921
31,0.3720139662424723
32,0.39106671015421546
33,0.39106829961140954
34,0.385234276453654
35,0.38231468200683594
36,0.37207484245300293
37,0.3747090498606364
38,0.3712404568990072
39,0.37010518709818524
40,0.3918515046437582
41,0.37303455670674646
42,0.3840157985687256
43,0.37960855166117347
44,0.3788543542226156
45,0.3746372858683268
46,0.3747127850850423
47,0.37029385566711426
48,0.37083450953165686
49,0.3845420678456624
50,0.37488834063212073
51,0.369416872660319
52,0.3916503588358561
53,0.39089886347452796
54,0.37164123853047687
55,0.39204661051432294
56,0.37280551592508954
57,0.3822775681813558
58,0.3828090826670329
59,0.3832164605458578
60,0.3763598601023356
61,0.3773128191630046
62,0.37947702407836914
63,0.3821680545806885
64,0.3692289193471273
65,0.37966791788736975
66,0.38125403722127277
67,0.36943888664245605
68,0.3765801588694254
69,0.3770273526509603
70,0.37915054957071936
71,0.3743247191111247
72,0.3673875331878662
73,0.37766003608703613
74,0.3782505989074707
75,0.3748714129130045
76,0.3811194101969401
77,0.37263290087381995
78,0.37481721242268884
79,0.3694949150085449
80,0.369881788889567
81,0.3847208023071289
82,0.38671167691548664
83,0.37102556228637695
84,0.384386936823527
85,0.38759422302246094
86,0.3721536000569662
87,0.3685462474822998
88,0.3921943505605062
89,0.38708670934041345
90,0.3846830526987712
91,0.36938230196634925
92,0.37856507301330566
93,0.39099597930908203
94,0.37764930725097656
95,0.3725550969441732
96,0.3871147632598877
97,0.3758866786956787
98,0.3701380093892416
99,0.3778001467386881
100,0.3724165757497152
101,0.3705407778422038
102,0.3697240352630615
103,0.3898805777231852
104,0.38497908910115564
105,0.38065314292907715
106,0.38826306660970056
107,0.38267787297566735
108,0.38294219970703125
109,0.39299281438191735
110,0.37087464332580566
111,0.36774436632792157
112,0.3775042692820231
113,0.366995652516683
114,0.3790280818939209
115,0.38945968945821124
116,0.3830521901448568
117,0.385149876276652
118,0.3777780532836914
119,0.3789172967274984
120,0.37634102503458655
121,0.38915157318115234
122,0.3860466480255127
123,0.35384345054626465
