,0
0,0.4016412099202474
1,0.3983763058980306
2,0.42160797119140625
3,0.4095461368560791
4,0.4091561635335286
5,0.416881004969279
6,0.42023030916849774
7,0.4091455936431885
8,0.4173425833384196
9,0.4023168881734212
10,0.40901986757914227
11,0.4177561601003011
12,0.4254341125488281
13,0.4157950083414714
14,0.41242138544718426
15,0.4050301710764567
16,0.41034364700317383
17,0.4068390528361003
18,0.4250500202178955
19,0.4232807954152425
20,0.4147505760192871
21,0.40909481048583984
22,0.4229714075724284
23,0.40692853927612305
24,0.40694578488667804
25,0.4277905623118083
26,0.42820008595784503
27,0.4142923355102539
28,0.4434794584910075
29,0.4366459051767985
30,0.4299019972483317
31,0.41504430770874023
32,0.42709604899088544
33,0.4343424638112386
34,0.3995633125305176
35,0.4017180601755778
36,0.42248352368672687
37,0.42218581835428876
38,0.41250912348429364
39,0.39838488896687824
40,0.42177796363830566
41,0.4205772082010905
42,0.4121541976928711
43,0.4238463242848714
44,0.4249099890391032
45,0.42631038029988605
46,0.42349855105082196
47,0.42520936330159503
48,0.4256127675374349
49,0.4178730646769206
50,0.40738487243652344
51,0.39731383323669434
52,0.4122608502705892
53,0.408356507619222
54,0.4192795753479004
55,0.4230038324991862
56,0.4071590105692546
57,0.4072938760121663
58,0.40066321690877277
59,0.42156410217285156
60,0.4078829288482666
61,0.4205341339111328
62,0.41264772415161133
63,0.4064181645711263
64,0.39721473058064777
65,0.5035731792449951
66,0.4090614318847656
67,0.4250020186106364
68,0.427776575088501
69,0.4147915840148926
70,0.42086466153462726
71,0.4210657278696696
72,0.4264342784881592
73,0.41095836957295734
74,0.3564215501149495
