,0
0,1.2637174129486084
1,1.2265784740447998
2,1.219883680343628
3,1.2607784271240234
4,1.2057673931121826
5,1.2673559188842773
6,1.2754590511322021
7,1.2133069038391113
8,1.2671420574188232
9,1.213571548461914
10,1.2280347347259521
11,1.2172279357910156
12,1.209101915359497
13,1.2174460887908936
14,1.2336902618408203
15,1.3248388767242432
16,1.2429442405700684
17,1.2319979667663574
18,1.2763166427612305
19,1.2378523349761963
20,1.2054905891418457
21,1.2596139907836914
22,1.2158124446868896
23,1.215414047241211
24,1.2167294025421143
25,1.2192184925079346
26,1.21873140335083
27,1.276294469833374
28,1.2115116119384766
29,1.2670984268188477
30,1.2201554775238037
31,1.2128770351409912
32,1.2665119171142578
33,1.270817756652832
34,1.2777478694915771
35,1.2641980648040771
36,1.2147789001464844
37,1.2378058433532715
38,1.2720816135406494
39,1.2448368072509766
40,1.2355613708496094
41,1.2392613887786865
42,1.2241966724395752
43,1.2371914386749268
44,1.2093579769134521
45,1.2113564014434814
46,1.2373631000518799
47,1.2384288311004639
48,1.2352509498596191
49,1.247274398803711
50,1.2603092193603516
51,1.2759761810302734
52,1.2500395774841309
53,1.2323377132415771
54,1.2866063117980957
55,1.2318334579467773
56,1.2222883701324463
57,1.214695930480957
58,1.2212748527526855
59,1.2291333675384521
60,1.2310388088226318
61,1.2537109851837158
62,1.2143497467041016
63,1.1758911609649658
64,1.2197978496551514
65,1.2260491847991943
66,1.2663559913635254
67,1.200829267501831
68,1.2736165523529053
69,1.2224185466766357
70,1.210279941558838
71,1.2219035625457764
72,1.2757015228271484
73,1.236520528793335
74,1.2658767700195312
75,1.280780553817749
76,1.39306640625
77,1.2478272914886475
78,1.260603904724121
79,1.2682392597198486
80,1.226958990097046
81,1.2327618598937988
82,1.2565054893493652
83,1.2751822471618652
84,1.2715129852294922
85,1.2639069557189941
86,1.24055814743042
87,1.2669267654418945
88,1.2670133113861084
89,1.2381913661956787
90,1.2615737915039062
91,1.2440192699432373
92,1.2113957405090332
93,1.2186505794525146
94,1.2143332958221436
95,1.2266557216644287
96,1.2583987712860107
97,1.2723019123077393
98,1.2328927516937256
99,1.245906114578247
