,0
0,1.3166320323944092
1,1.2873544692993164
2,1.2628254890441895
3,1.2080798149108887
4,1.2770884037017822
5,1.283503532409668
6,1.207221508026123
7,1.2375690937042236
8,1.197190761566162
9,1.2019436359405518
10,1.2035157680511475
11,1.2175869941711426
12,1.210094690322876
13,1.2182714939117432
14,1.2175991535186768
15,1.2192649841308594
16,1.2147696018218994
17,1.2043862342834473
18,1.215095043182373
19,1.1970741748809814
20,1.2179453372955322
21,1.227325201034546
22,1.2260184288024902
23,1.2793729305267334
24,1.2726781368255615
25,1.2662107944488525
26,1.1960763931274414
27,1.198136329650879
28,1.2140944004058838
29,1.2308285236358643
30,1.2221052646636963
31,1.257152795791626
32,1.2364661693572998
33,1.1970970630645752
34,1.1843998432159424
35,1.2731094360351562
36,1.205458402633667
37,1.2647852897644043
38,1.226306676864624
39,1.2245113849639893
40,1.193763256072998
41,1.2650370597839355
42,1.1960012912750244
43,1.2884101867675781
44,1.2733454704284668
45,1.2071571350097656
46,1.1973788738250732
47,1.1977951526641846
48,1.1930065155029297
49,1.2170398235321045
50,1.2101454734802246
51,1.2173373699188232
52,1.224660873413086
53,1.2004787921905518
54,1.2444634437561035
55,1.2115602493286133
56,1.203474998474121
57,1.2546679973602295
58,1.2613720893859863
59,1.2179110050201416
60,1.20206880569458
61,1.1865119934082031
62,1.208979606628418
63,1.2156386375427246
64,1.2225658893585205
65,1.2232983112335205
66,1.21345853805542
67,1.2112140655517578
68,1.2217111587524414
69,1.2240664958953857
70,1.2800960540771484
71,1.3000481128692627
72,1.2817096710205078
73,1.2944912910461426
74,1.1905481815338135
75,1.2587435245513916
76,1.2700073719024658
77,1.2691762447357178
78,1.2879409790039062
79,1.2080776691436768
80,1.2200610637664795
81,1.2049198150634766
82,1.2453975677490234
83,1.1778981685638428
84,1.2577078342437744
85,1.2793571949005127
86,1.2648489475250244
87,1.265181541442871
88,1.2855291366577148
89,1.280879259109497
90,1.2718806266784668
91,1.283022165298462
92,1.2496411800384521
93,1.2803778648376465
94,1.2558159828186035
95,1.221013069152832
96,1.2086613178253174
97,1.2200345993041992
98,1.2428383827209473
99,1.2271485328674316
100,1.2185719013214111
101,1.2358460426330566
102,1.2268989086151123
103,1.2505910396575928
104,1.2241244316101074
105,1.219010353088379
106,1.2123291492462158
107,1.2145264148712158
108,1.2819256782531738
109,1.2046072483062744
110,1.2419672012329102
111,1.216135025024414
112,1.2426116466522217
113,1.186009168624878
114,1.234938383102417
115,1.2269961833953857
116,1.230792760848999
117,1.2105939388275146
118,1.2349154949188232
119,1.2263946533203125
120,1.1928298473358154
121,1.1975126266479492
122,1.2029693126678467
123,1.2296833992004395
124,1.2252767086029053
125,1.2283172607421875
126,1.220829963684082
127,1.223088026046753
128,1.2187778949737549
129,1.222306251525879
130,1.2166478633880615
131,1.2218906879425049
132,1.2086784839630127
133,1.2068910598754883
134,1.2015960216522217
135,1.2808606624603271
136,1.2648897171020508
137,1.2871835231781006
138,1.336380958557129
139,1.2756271362304688
140,1.2423062324523926
141,1.2106339931488037
142,1.2024879455566406
143,1.2251501083374023
144,1.276770830154419
145,1.2673358917236328
146,1.201324224472046
147,1.2571213245391846
148,1.2923011779785156
149,1.2716646194458008
150,1.269352912902832
151,1.2183215618133545
152,1.2199337482452393
153,1.2164089679718018
154,1.2214114665985107
155,1.2127761840820312
156,1.2184288501739502
157,1.2228991985321045
158,1.2482500076293945
159,1.2505152225494385
160,1.2580389976501465
161,1.2515366077423096
162,1.216658592224121
163,1.2206289768218994
164,1.2206425666809082
165,1.192800521850586
166,1.2099430561065674
167,1.223512887954712
168,1.2180204391479492
169,1.2691504955291748
170,1.261871337890625
171,1.280975103378296
172,1.2566020488739014
173,1.2267637252807617
174,1.2627160549163818
175,1.293346881866455
176,1.329946517944336
177,1.2525293827056885
178,1.2710659503936768
179,1.26308012008667
180,1.2244184017181396
181,1.2203829288482666
182,1.2267723083496094
183,1.3008112907409668
184,1.2234413623809814
185,1.2276813983917236
186,1.1939771175384521
187,1.3065519332885742
188,1.2144734859466553
189,1.297802209854126
190,1.266615629196167
191,1.2742416858673096
192,1.283142328262329
193,1.2738711833953857
194,1.2699801921844482
195,1.1948676109313965
196,1.213775396347046
197,1.2261850833892822
198,1.2148325443267822
199,1.2243969440460205
200,1.223644495010376
201,1.2064354419708252
202,1.2240650653839111
203,1.240912914276123
204,1.2837610244750977
205,1.2231860160827637
206,1.2418642044067383
207,1.2376534938812256
208,1.238722801208496
209,1.2195031642913818
210,1.1986956596374512
211,1.2411503791809082
212,1.2757508754730225
213,1.283510684967041
214,1.2723498344421387
215,1.2252023220062256
216,1.2355155944824219
217,1.2184016704559326
218,1.273904800415039
219,1.2614293098449707
220,1.2894115447998047
221,1.2697935104370117
222,1.2195854187011719
223,1.2040157318115234
224,0.6427080631256104
