,0
0,0.30841755867004395
1,0.3087916374206543
2,0.2971200942993164
3,0.33377766609191895
4,0.3294060230255127
5,0.3420538902282715
6,0.3139815330505371
7,0.33193373680114746
8,0.3310282230377197
9,0.29653215408325195
10,0.3011319637298584
11,0.33272266387939453
12,0.317230224609375
13,0.2902493476867676
14,0.32677245140075684
15,0.3608529567718506
16,0.3216519355773926
17,0.3201298713684082
18,0.3356916904449463
19,0.3429121971130371
20,0.3211970329284668
21,0.32065272331237793
22,0.32295799255371094
23,0.32048964500427246
24,0.2970592975616455
25,0.29819655418395996
26,0.2925252914428711
27,0.32593703269958496
28,0.32406091690063477
29,0.32656002044677734
30,0.32129573822021484
31,0.30495500564575195
32,0.30785679817199707
33,0.32006263732910156
34,0.3277559280395508
35,0.32543492317199707
36,0.32555723190307617
37,0.3253140449523926
38,0.3233828544616699
39,0.3248569965362549
40,0.3275270462036133
41,0.32260966300964355
42,0.3172953128814697
43,0.32189154624938965
44,0.32370972633361816
45,0.3411262035369873
46,0.3448669910430908
47,0.35140299797058105
48,0.32262539863586426
49,0.301591157913208
50,0.3179597854614258
51,0.30321478843688965
52,0.30459094047546387
53,0.3229408264160156
54,0.30504798889160156
55,0.3363018035888672
56,0.3069791793823242
57,0.3189818859100342
58,0.3040902614593506
59,0.30757999420166016
60,0.3209803104400635
61,0.3209116458892822
62,0.36209964752197266
63,0.34395503997802734
64,0.3135566711425781
65,0.32649993896484375
66,0.3229537010192871
67,0.3281257152557373
68,0.2975163459777832
69,0.3340623378753662
70,0.3511648178100586
71,0.36237072944641113
72,0.32306456565856934
73,0.2943263053894043
74,0.3169362545013428
75,0.3135037422180176
76,0.3007771968841553
77,0.29645848274230957
78,0.29926443099975586
79,0.30408525466918945
80,0.29363465309143066
81,0.30748414993286133
82,0.2960829734802246
83,0.30147457122802734
84,0.2955608367919922
85,0.30523681640625
86,0.2988009452819824
87,0.29502224922180176
88,0.29688048362731934
89,0.3119058609008789
90,0.29715871810913086
91,0.29604291915893555
92,0.30571746826171875
93,0.29619383811950684
94,0.30634045600891113
95,0.29903340339660645
96,0.29923152923583984
97,0.29139089584350586
98,0.30480265617370605
99,0.300076961517334
