,Testbed PL Batch Time [s],Simulator PL Batch Time [s],Simulator Accuracy PL,Testbed FL Batch Time [s],Simulator FL Batch Time [s],Simulator Accuracy FL,Testbed SL Batch Time [s],Simulator SL Batch Time [s],Simulator Accuracy SL,Testbed PSL Batch Time [s],Simulator PSL Batch Time [s],Simulator Accuracy PSL,Testbed FSL Batch Time [s],Simulator FSL Batch Time [s],Simulator Accuracy FSL
0,1.2361242771148682,1.2493703144690909,0.9892842187476981,0.3989150524139404,0.4673771712691478,0.8283792039409767,1.222561597824097,1.2226289258258385,0.9999449287448081,0.8459490537643433,0.682961780233833,0.8073320458185491,0.4002779324849446,0.4584486879869447,0.8546740882244662
1,1.2148089408874512,1.2080053372430624,0.9943994455297485,0.3921101888020833,0.4237353592808506,0.9193462159823396,1.223820447921753,1.1817150939621754,0.9655951540676745,0.7897313833236694,0.6632355063159321,0.839824173536873,0.4003912607828776,0.6282013941664142,0.43103120448207677
2,1.214989185333252,1.1812532234483517,0.9722335290781646,0.3948301474253336,0.4370784478936261,0.892996264991943,1.2109830379486084,1.209568716738271,0.9988320883397894,0.8102951049804688,0.6695316511007378,0.8262812486283946,0.4072731335957845,0.3535670554746904,0.8681325290305131
3,1.200352907180786,1.1821204462785246,0.9848107495777363,0.3850464820861816,0.4179395973828129,0.9145736506449392,1.2348661422729492,1.1823739702726337,0.9574916096543905,0.803909182548523,0.6909675273275606,0.8595094350546925,0.4099584420522054,0.5106541929131472,0.7543757109699454
4,1.2771248817443848,1.266908816442101,0.9920007311357601,0.3907108306884765,0.3946442214601685,0.9899327316707323,1.240940809249878,1.2296747371814292,0.9909213461395803,0.8006037473678589,0.6735643900914524,0.8413205562750947,0.3973490397135417,0.4501850211150424,0.8670287930239081
5,1.21380615234375,1.246037613077883,0.9734459570237827,0.395546038945516,0.4194514840754423,0.9395634318734282,1.2150256633758545,1.2406445710941791,0.9789149246056709,0.7352167367935181,0.6624170348384598,0.9009819848871263,0.3976718584696452,0.5505176250092472,0.6156485220558576
6,1.22031569480896,1.3271342959219,0.9124664203145708,0.3946738243103027,0.4126568409786165,0.9544357503319625,1.2331016063690186,1.192451104616925,0.9670339398293442,0.8354864120483398,0.6740285165844386,0.806749824849863,0.412017822265625,0.4881670195431812,0.8151798462046543
7,1.2049741744995115,1.281355954168904,0.9366112724356788,0.3883622487386067,0.4060794810394117,0.9543796227404948,1.238990306854248,1.2278326243532771,0.9909945360837408,0.8156311511993408,0.6555047467954281,0.8036779196473116,0.4051295916239421,0.3869077907097528,0.9550222909140058
8,1.286664962768555,1.2242536151760166,0.951493707065555,0.3884237607320149,0.416648260642632,0.927335804953266,1.2192342281341553,1.1784539272383656,0.9665525294854973,0.8454431295394897,0.6887431813853834,0.8146534726239241,0.4094181060791015,0.5315296627971652,0.7017436334521289
9,1.2010982036590576,1.2008432145222308,0.9997877033401182,0.3987275759379069,0.4029717256300297,0.9893557658204616,1.2271442413330078,1.2032663792351868,0.9805419271072133,0.8448747396469116,0.6629052992247617,0.7846196224327902,0.4151353041330973,0.4164690849305575,0.9967871178765548
10,1.2961442470550537,1.1784095967220498,0.9091654724383442,0.3860042095184326,0.4166604803566574,0.9205804753360833,1.2336251735687256,1.2293560037020266,0.9965393298076524,0.8331538438796997,0.6630425331412534,0.7958224498535604,0.4100290139516194,0.3943975303121773,0.9618771279407888
11,1.235140085220337,1.2202710714520535,0.9879616782369823,0.4096949895222982,0.4465326877754813,0.9100850652429614,1.2320573329925537,1.2134726442657162,0.9849157273536151,0.8524649143218994,0.6764304660232193,0.7934994797542979,0.4159009456634521,0.4774526771999398,0.8520038673191778
12,1.259307861328125,1.218343772417782,0.9674709495840513,0.4033357302347818,0.409482719096281,0.984759622317812,1.2702977657318115,1.1775373719022568,0.92697744077656,0.8402436971664429,0.6725282780700931,0.8003966948375368,0.4025708834330241,0.4013333090353021,0.9969258223864372
13,1.2449147701263428,1.2057255697662086,0.9685205756245008,0.3891230424245199,0.4222859145811407,0.914775357557877,1.282097339630127,1.1864575926214722,0.9254036771995441,0.8355392217636108,0.6646564808386762,0.795482083337459,0.4137443701426188,0.4177562504578256,0.9903034805915935
14,1.2826623916625977,1.1737310315860667,0.9150740204245537,0.4026254018147787,0.4017145126173535,0.9977376261077432,1.2239563465118408,1.2174718518952572,0.994702021330202,0.837364912033081,0.6736357861172416,0.8044709975746259,0.3982364336649577,0.4766811691591264,0.8030196916634569
15,1.2030415534973145,1.1826842285360477,0.9830784523592833,0.4040401776631673,0.402131426270426,0.9952758376560943,1.21126127243042,1.18595134202748,0.979104483087984,0.8380824327468872,0.6799416228726515,0.8113063778751266,0.3801372051239013,0.4351382429493168,0.855312668467985
16,1.2359232902526855,1.1968930398770834,0.9684201675917747,0.3966201941172281,0.421676057939441,0.9368265554960441,1.2134363651275637,1.2406076169693565,0.9776080125644361,0.8448494672775269,0.6803541600438644,0.8052963118225807,0.4147614638010661,0.5579886106783412,0.6546758573839644
17,1.21260666847229,1.3771636942829142,0.8642948038394491,0.4060806433359781,0.4187202011838192,0.9688742665890048,1.242145299911499,1.1855718561121944,0.9544550514313137,0.8477269411087036,0.6649182395278348,0.7843542623031639,0.4114462534586589,0.4038132425338324,0.981448340188633
18,1.2400267124176023,1.2298741952224006,0.9918126625067551,0.3874959150950113,0.4107480252002136,0.9399939220017299,1.240739107131958,1.2528456643576542,0.9902424634186947,0.859431266784668,0.6802014673564759,0.7914553422070244,0.4059704939524333,0.6124514504836733,0.49138925215724427
19,1.213090896606445,1.2242950960236063,0.9907639242463163,0.3918198744455973,0.4069362036763355,0.9614202080684985,1.2312870025634766,1.184988870934308,0.9623985865742282,0.8381921052932739,0.6686882698670515,0.7977744787193922,0.4015765190124511,0.4208340293086772,0.9520452282828096
