,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [s],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [s],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [s],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [s],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [s],FSL Runtime [s],Best Architecture,Best Train Time [s]
Event 0,event_0,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,20.833052663796487,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[9, 17, 17, 9, 23, 23, 23]",91.9503355506958,1.028581142425537,Success,processor_28,"['processor_17', 'processor_9', 'processor_23']",30.89419844803979,0.720224142074585,Success,processor_17,"['processor_9', 'processor_23', 'processor_6']",91.91998856060985,0.05812430381774902,Success,processor_17,"['processor_9', 'processor_23', 'processor_6']",51.40792356463725,0.0567624568939209,Success,processor_0,"['processor_4', 'processor_1', 'processor_5']","['processor_6', 'processor_3', 'processor_2']",29.310294702806534,0.001398324966430664,FSL,29.310294702806534
Event 1,event_1,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,39.08197664437723,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[5, 12, 12, 5, 14, 14, 14]",91.89394822969977,0.8592488765716553,Success,processor_44,"['processor_12', 'processor_5', 'processor_14']",30.838912287732896,0.7396035194396973,Success,processor_12,"['processor_5', 'processor_14', 'processor_11']",91.79611333647588,0.06898021697998047,Success,processor_12,"['processor_5', 'processor_14', 'processor_11']",51.247533128363145,0.067718505859375,Success,processor_2,"['processor_0', 'processor_3', 'processor_4']","['processor_5', 'processor_6', 'processor_1']",37.930105483082606,0.0014121532440185547,FL,30.838912287732896
Event 2,event_2,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,27.842299642101658,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[6, 12, 12, 6, 11, 11, 11]",91.69498319286423,0.6946666240692139,Success,processor_42,"['processor_12', 'processor_6', 'processor_11']",30.84111619833899,0.7249937057495117,Success,processor_12,"['processor_6', 'processor_11', 'processor_2']",91.7473488608516,0.06821370124816895,Success,processor_12,"['processor_6', 'processor_11', 'processor_2']",51.2438164409235,0.07089710235595703,Success,processor_4,"['processor_2', 'processor_3', 'processor_1']","['processor_6', 'processor_0', 'processor_5']",38.41610979323447,0.0022325515747070312,FL,30.84111619833899
Event 3,event_3,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,38.193050094495746,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[3, 3, 3, 8, 0, 0, 0]",94.66123116657985,0.8855242729187012,Success,processor_38,"['processor_3', 'processor_8', 'processor_0']",32.20462719717321,0.7365765571594238,Success,processor_3,"['processor_8', 'processor_0', 'processor_11']",94.49776115086097,0.06951498985290527,Success,processor_3,"['processor_8', 'processor_0', 'processor_11']",52.55784992605799,0.06726741790771484,Success,processor_2,"['processor_0', 'processor_5', 'processor_4']","['processor_3', 'processor_6', 'processor_1']",38.430572509236804,0.0017037391662597656,FL,32.20462719717321
Event 4,event_4,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,25.962331429412764,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[7, 20, 20, 7, 5, 5, 5]",94.63969075034348,0.9498517513275146,Success,processor_33,"['processor_20', 'processor_7', 'processor_5']",31.83721708316448,0.7242047786712646,Success,processor_20,"['processor_7', 'processor_5', 'processor_12']",94.26818710764778,0.0712423324584961,Success,processor_20,"['processor_7', 'processor_5', 'processor_12']",52.499878163286745,0.06726217269897461,Success,processor_4,"['processor_6', 'processor_1', 'processor_2']","['processor_5', 'processor_3', 'processor_0']",36.847509614241524,0.0020668506622314453,FL,31.83721708316448
