,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [s],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [s],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [s],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [s],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [s],FSL Runtime [s],Best Architecture,Best Train Time [s]
Event 0,event_0,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,20.211907407269834,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 9, 9, 13, 4, 4, 4]",26.839367579271308,0.9467966556549072,Success,processor_49,"['processor_9', 'processor_13', 'processor_4']",9.235731098884097,0.7194681167602539,Success,processor_9,"['processor_13', 'processor_4', 'processor_20']",26.27699819496941,0.060121774673461914,Success,processor_9,"['processor_13', 'processor_4', 'processor_20']",18.43820097723966,0.05591273307800293,Success,processor_3,"['processor_4', 'processor_1', 'processor_5']","['processor_6', 'processor_2', 'processor_0']",8.82081390981823,0.0013680458068847656,FSL,8.82081390981823
Event 1,event_1,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,24.317670624615317,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 1, 1, 9, 19, 19, 19]",28.02329883030807,0.798600435256958,Success,processor_43,"['processor_1', 'processor_9', 'processor_25']",9.573377269937968,0.7123019695281982,Success,processor_1,"['processor_9', 'processor_25', 'processor_19']",26.73397166624978,0.06969904899597168,Success,processor_1,"['processor_9', 'processor_25', 'processor_19']",18.68190518018036,0.06750154495239258,Success,processor_5,"['processor_1', 'processor_0', 'processor_3']","['processor_2', 'processor_4', 'processor_6']",9.774867912645558,0.0021228790283203125,FL,9.573377269937968
Event 2,event_2,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,13.88631082398345,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 23, 23, 11, 5, 5, 5]",26.894188257713683,0.851616382598877,Success,processor_33,"['processor_23', 'processor_11', 'processor_5']",9.084316718270545,0.7123148441314697,Success,processor_23,"['processor_11', 'processor_5', 'processor_15']",26.672577003017757,0.07085299491882324,Success,processor_23,"['processor_11', 'processor_5', 'processor_15']",18.84732310618923,0.06783723831176758,Success,processor_2,"['processor_5', 'processor_6', 'processor_4']","['processor_3', 'processor_1', 'processor_0']",10.331991505281367,0.0016431808471679688,FL,9.084316718270545
Event 3,event_3,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,25.589561209880657,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[15, 23, 23, 15, 2, 2, 2]",26.120600036495926,0.7653496265411377,Success,processor_26,"['processor_23', 'processor_15', 'processor_2']",8.776134918794709,0.6981358528137207,Success,processor_23,"['processor_15', 'processor_2', 'processor_20']",26.150092007754708,0.06782293319702148,Success,processor_23,"['processor_15', 'processor_2', 'processor_20']",18.51976182285239,0.06739425659179688,Success,processor_1,"['processor_2', 'processor_0', 'processor_5']","['processor_6', 'processor_4', 'processor_3']",9.813125652640734,0.0015377998352050781,FL,8.776134918794709
Event 4,event_4,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,19.001038545013436,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[5, 5, 5, 9, 19, 19, 19]",27.090969449212384,0.948082685470581,Success,processor_44,"['processor_5', 'processor_9', 'processor_19']",9.407052323843974,0.6689643859863281,Success,processor_5,"['processor_9', 'processor_19', 'processor_13']",26.689167863576177,0.06922435760498047,Success,processor_5,"['processor_9', 'processor_19', 'processor_13']",18.816776719907228,0.06876873970031738,Success,processor_2,"['processor_5', 'processor_3', 'processor_1']","['processor_4', 'processor_0', 'processor_6']",11.588268799380565,0.002705097198486328,FL,9.407052323843974
