,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [s],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [s],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [s],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [s],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [s],FSL Runtime [s],Best Architecture,Best Train Time [s]
Event 0,event_0,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.0757213872458,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[6, 6, 6, 14, 23, 23, 23]",37.14088161682008,0.9692463874816895,Success,processor_45,"['processor_6', 'processor_14', 'processor_23']",12.444406599340713,0.7188379764556885,Success,processor_6,"['processor_14', 'processor_23', 'processor_4']",37.30120025745722,0.06344366073608398,Success,processor_6,"['processor_14', 'processor_23', 'processor_4']",26.43696585162863,0.05904889106750488,Success,processor_3,"['processor_6', 'processor_2', 'processor_5']","['processor_4', 'processor_1', 'processor_0']",13.123360880640343,0.0014045238494873047,FL,12.444406599340713
Event 1,event_1,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,19.13160936196016,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 9, 9, 3, 6, 6, 6]",37.52578217203969,0.930039644241333,Success,processor_40,"['processor_9', 'processor_3', 'processor_6']",12.640856471502222,0.7277646064758301,Success,processor_9,"['processor_3', 'processor_6', 'processor_10']",37.23912814664456,0.0717465877532959,Success,processor_9,"['processor_3', 'processor_6', 'processor_10']",26.306841612160145,0.06843686103820801,Success,processor_2,"['processor_3', 'processor_5', 'processor_1']","['processor_6', 'processor_4', 'processor_0']",14.76231413606774,0.0014812946319580078,FL,12.640856471502222
Event 2,event_2,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,18.14345026778999,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[18, 21, 21, 18, 14, 14, 14]",38.08973738660559,0.9528582096099854,Success,processor_41,"['processor_21', 'processor_18', 'processor_14']",12.85136266703595,0.7380874156951904,Success,processor_21,"['processor_18', 'processor_14', 'processor_8']",37.63281549873439,0.07211112976074219,Success,processor_21,"['processor_18', 'processor_14', 'processor_8']",26.555154536955293,0.06695008277893066,Success,processor_2,"['processor_4', 'processor_5', 'processor_1']","['processor_3', 'processor_6', 'processor_0']",16.701648106690783,0.0014319419860839844,FL,12.85136266703595
Event 3,event_3,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.775058728262085,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 14, 14, 9, 15, 15, 15]",38.447561339316124,0.782670259475708,Success,processor_44,"['processor_14', 'processor_9', 'processor_15']",13.196091022364495,0.7410414218902588,Success,processor_14,"['processor_9', 'processor_15', 'processor_8']",37.73154476464613,0.06973052024841309,Success,processor_14,"['processor_9', 'processor_15', 'processor_8']",26.582296872052456,0.06785154342651367,Success,processor_1,"['processor_5', 'processor_2', 'processor_0']","['processor_3', 'processor_4', 'processor_6']",14.405537648436377,0.0016431808471679688,FL,13.196091022364495
Event 4,event_4,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,30.405886161368812,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[5, 14, 14, 5, 13, 13, 13]",40.34135540907442,0.7555100917816162,Success,processor_43,"['processor_25', 'processor_14', 'processor_5']",13.602275726451362,0.7299337387084961,Success,processor_25,"['processor_14', 'processor_5', 'processor_13']",38.120976089879726,0.07413244247436523,Success,processor_25,"['processor_14', 'processor_5', 'processor_13']",26.75386655937858,0.0700075626373291,Success,processor_6,"['processor_5', 'processor_3', 'processor_2']","['processor_0', 'processor_4', 'processor_1']",14.247848671831543,0.0014619827270507812,FL,13.602275726451362
